[2022-05-12 16:00:28,485] INFO in _internal:  * Running on http://127.0.0.1:5000 (Press CTRL+C to quit)
[2022-05-12 16:04:04,798] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:04] "[33mGET /static/627c610b50954ad07bda9bfb HTTP/1.1[0m" 404 -
[2022-05-12 16:04:04,799] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:04] "[33mGET /static/627c8136b6e2657fae6a433e HTTP/1.1[0m" 404 -
[2022-05-12 16:04:04,800] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:04] "[33mGET /static/627c7af953e74c3625022751 HTTP/1.1[0m" 404 -
[2022-05-12 16:04:04,801] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:04] "[33mGET /static/627c592237dd453f626fcb60 HTTP/1.1[0m" 404 -
[2022-05-12 16:04:22,304] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "GET /write HTTP/1.1" 200 -
[2022-05-12 16:04:22,336] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:22,336] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/css/reset.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:22,338] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/css/ui.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:22,339] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:22,340] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/js/like.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:22,341] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:22] "[36mGET /static/js/write.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,458] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "GET / HTTP/1.1" 200 -
[2022-05-12 16:04:26,477] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/css/reset.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,479] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,480] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/css/ui.css HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,481] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,482] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/js/like.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,483] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/js/scroll.js HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,506] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/profile_pics/profile_placeholder.png HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,680] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/profile_pics/more_icon.png HTTP/1.1[0m" 304 -
[2022-05-12 16:04:26,744] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:04:26] "[36mGET /static/banner/banner01.png HTTP/1.1[0m" 304 -
[2022-05-12 16:07:06,049] INFO in _internal:  * Running on http://127.0.0.1:5000 (Press CTRL+C to quit)
[2022-05-12 16:07:09,789] ERROR in app: Exception on / [GET]
Traceback (most recent call last):
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "C:\Users\shaks\Desktop\dev-community\app.py", line 109, in main
    raise RuntimeError("�� ������ ���Ƿ� �߻���Ų �� �Դϴ�.")
RuntimeError: �� ������ ���Ƿ� �߻���Ų �� �Դϴ�.
[2022-05-12 16:07:09,793] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:07:09] "[35m[1mGET / HTTP/1.1[0m" 500 -
[2022-05-12 16:12:41,788] INFO in _internal:  * Running on http://127.0.0.1:5000 (Press CTRL+C to quit)
[2022-05-12 16:12:44,301] ERROR in app: Exception on / [GET]
Traceback (most recent call last):
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "C:\Users\shaks\Desktop\dev-community\app.py", line 109, in main
    raise RuntimeError("rwerwetwet")
RuntimeError: rwerwetwet
[2022-05-12 16:12:44,303] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:12:44] "[35m[1mGET / HTTP/1.1[0m" 500 -
[2022-05-12 16:57:17,341] ERROR in app: Exception on / [GET]
Traceback (most recent call last):
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\shaks\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "C:\Users\shaks\Desktop\dev-community\app.py", line 109, in main
    image.append(get_img_file(ObjectId(img_id)))
RuntimeError: rwerwetwet
[2022-05-12 16:57:17,343] INFO in _internal: 127.0.0.1 - - [12/May/2022 16:57:17] "[35m[1mGET / HTTP/1.1[0m" 500 -
